<<<<<<< HEAD
Unit,multiplier,measure,quarter_end,value,project,year
$,Actual,All-in sustaining costs $/oz (per gold ounce) (from continuing operations),6/30/16,1067,Total,2016
$,Actual,By-product cash costs $/oz (per gold ounce) (from continuing operations),6/30/16,728,Total,2016
$,Actual,Co-product cash costs $/oz (per gold ounce) (from continuing operations),6/30/16,716,Total,2016
$,Million,Revenues (Adjusted),6/30/16,921,Total,2016
$,Million,Revenues (GAAP),6/30/16,753,Total,2016
$,Million,Net (Loss) Earnings,6/30/16,-78,Total,2016
 ,Actual,Tonnes of ore mined,6/30/16,142000,Red Lake,2016
 ,Actual,Average mill head grade (Au grams/tonne),6/30/16,16.31,Red Lake,2016
 ,Actual,Average gold recovery rate %,6/30/16,0.96,Red Lake,2016
 ,Actual,Gold (ounces) produced,6/30/16,72700,Red Lake,2016
 ,Actual,Gold (ounces) sold,6/30/16,71000,Red Lake,2016
$,Actual,All-in sustaining costs (per gold ounce),6/30/16,958,Red Lake,2016
$,Actual,By-product cash costs (per gold ounce),6/30/16,675,Red Lake,2016
$,Actual,Mining cost per tonne,6/30/16,229.33,Red Lake,2016
$,Actual,Milling cost per tonne,6/30/16,53.33,Red Lake,2016
$,Actual,General administrative cost per tonne,6/30/16,68.92,Red Lake,2016
$,Million,Revenues (millions),6/30/16,91,Red Lake,2016
$,Million,Depreciation and depletion (millions),6/30/16,28,Red Lake,2016
$,Million,Earnings from operations (millions),6/30/16,12,Red Lake,2016
$,Million,Expenditures on mining interests (millions),6/30/16,24,Red Lake,2016
 ,Actual,Tonnes of ore milled,6/30/16,897100,Porcupine,2016
 ,Actual,Average mill head grade (Au grams/tonne),6/30/16,2.75,Porcupine,2016
 ,Actual,Average gold recovery rate %,6/30/16,0.92,Porcupine,2016
 ,Actual,Gold (ounces) produced,6/30/16,72900,Porcupine,2016
 ,Actual,Gold (ounces) sold,6/30/16,72700,Porcupine,2016
$,Actual,All-in sustaining costs (per ounce),6/30/16,844,Porcupine,2016
$,Actual,By-product cash costs (per gold ounce),6/30/16,655,Porcupine,2016
$,Actual,Mining cost per tonne,6/30/16,97.3,Porcupine,2016
$,Actual,Milling cost per tonne,6/30/16,7.34,Porcupine,2016
$,Actual,General administrative cost per tonne,6/30/16,11.09,Porcupine,2016
$,Million,Revenues (millions),6/30/16,93,Porcupine,2016
$,Million,Depreciation and depletion (millions),6/30/16,17,Porcupine,2016
$,Million,Earnings from operations (millions),6/30/16,29,Porcupine,2016
$,Million,Expenditures on mining interests (millions),6/30/16,14,Porcupine,2016
 ,Actual,Tonnes of ore milled,6/30/16,283200,Musselwhite,2016
 ,Actual,Average mill head grade (Au grams/tonne),6/30/16,6.8,Musselwhite,2016
 ,Actual,Average gold recovery rate %,6/30/16,0.96,Musselwhite,2016
 ,Actual,Gold (ounces) produced,6/30/16,59400,Musselwhite,2016
 ,Actual,Gold (ounces) sold,6/30/16,60700,Musselwhite,2016
$,Actual,All-in sustaining costs (per ounce),6/30/16,721,Musselwhite,2016
$,Actual,By-product cash costs (per gold ounce),6/30/16,585,Musselwhite,2016
$,Actual,Mining cost per tonne,6/30/16,62.01,Musselwhite,2016
$,Actual,Milling cost per tonne,6/30/16,12.89,Musselwhite,2016
$,Actual,General administrative cost per tonne,6/30/16,41.29,Musselwhite,2016
$,Million,Revenues (millions),6/30/16,77,Musselwhite,2016
$,Million,Depreciation and depletion (millions),6/30/16,17,Musselwhite,2016
$,Million,Earnings from operations (millions),6/30/16,23,Musselwhite,2016
$,Million,Expenditures on mining interests (millions),6/30/16,7,Musselwhite,2016
 ,Actual,Tonnes of ore milled,6/30/16,444100,Eleonore,2016
 ,Actual,Average mill head grade (Au grams/tonne),6/30/16,5.6,Eleonore,2016
 ,Actual,Average gold recovery rate %,6/30/16,0.9,Eleonore,2016
 ,Actual,Gold (ounces) produced,6/30/16,74400,Eleonore,2016
 ,Actual,Gold (ounces) sold,6/30/16,73100,Eleonore,2016
$,Actual,All-in sustaining costs (per ounce),6/30/16,919,Eleonore,2016
$,Actual,By-product cash costs (per gold ounce),6/30/16,857,Eleonore,2016
$,Actual,Mining cost per tonne,6/30/16,65.03,Eleonore,2016
$,Actual,Milling cost per tonne,6/30/16,37.7,Eleonore,2016
$,Actual,General administrative cost per tonne,6/30/16,34.16,Eleonore,2016
$,Million,Revenues (millions),6/30/16,94,Eleonore,2016
$,Million,Depreciation and depletion (millions),6/30/16,37,Eleonore,2016
$,Million,Loss from operations (millions),6/30/16,-6,Eleonore,2016
$,Million,Expenditures on mining interests (millions),6/30/16,18,Eleonore,2016
 ,Actual,Tonnes of ore mined,6/30/16,9032300,Penasquito,2016
 ,Actual,Tonnes of waste removed,6/30/16,38405500,Penasquito,2016
 ,Actual,Average head grade (Au grams/tonne),6/30/16,0.39,Penasquito,2016
 ,Actual,Average head grade (Ag grams/tonne),6/30/16,21.76,Penasquito,2016
 ,Actual,Average head grade (Pb%),6/30/16,0.0022,Penasquito,2016
 ,Actual,Average head grade (Zn%),6/30/16,0.0049,Penasquito,2016
 ,Actual,Sulphide Ore - Tonnes of ore milled,6/30/16,6606800,Penasquito,2016
 ,Actual,Gold average recovery rate (%),6/30/16,0.51,Penasquito Sulphide,2016
 ,Actual,Silver average recovery rate (%),6/30/16,0.73,Penasquito Sulphide,2016
 ,Actual,Lead average recovery rate (%),6/30/16,0.61,Penasquito Sulphide,2016
 ,Actual,Zinc average recovery rate (%),6/30/16,0.72,Penasquito Sulphide,2016
 ,Actual,Gold (ounces) produced,6/30/16,36400,Penasquito,2016
 ,Actual,Silver (ounces) produced,6/30/16,3117400,Penasquito,2016
 ,Thousand,Lead (thousands of pounds) produced,6/30/16,17100,Penasquito,2016
 ,Thousand,Zinc (thousands of pounds) produced,6/30/16,38300,Penasquito,2016
 ,Actual,Gold (ounces) sold,6/30/16,42200,Penasquito,2016
 ,Actual,Silver (ounces) sold,6/30/16,2551400,Penasquito,2016
 ,Thousand,Lead (thousands of pounds) sold,6/30/16,13300,Penasquito,2016
 ,Thousand,Zinc (thousands of pounds) sold,6/30/16,43200,Penasquito,2016
$,Actual,All-in sustaining costs (per ounce),6/30/16,3094,Penasquito,2016
$,Actual,By-product cash costs (per gold ounce),6/30/16,1757,Penasquito,2016
$,Actual,Mining cost per tonne,6/30/16,2.04,Penasquito,2016
$,Actual,Milling cost per tonne,6/30/16,6.86,Penasquito,2016
$,Actual,General admistrative cost per tonne,6/30/16,3.08,Penasquito,2016
$,Million,Revenues (millions),6/30/16,129,Penasquito,2016
$,Million,Depreciation and depletion (millions),6/30/16,38,Penasquito,2016
$,Million,Earnings (Loss) from operations (millions),6/30/16,-58,Penasquito,2016
$,Million,Expenditures on mining interests (millions),6/30/16,60,Penasquito,2016
 ,Actual,Tonnes of ore mined,6/30/16,2323800,Los Filos,2016
 ,Actual,Tonnes of waste removed,6/30/16,2719800,Los Filos,2016
 ,Actual,Ratio of waste to ore,6/30/16,1.2,Los Filos,2016
 ,Actual,Tonnes of ore processed,6/30/16,2437300,Los Filos,2016
 ,Actual,Average grade processed (Au grams/tonne),6/30/16,0.8,Los Filos,2016
 ,Actual,Average gold recovery rate %,6/30/16,0.74,Los Filos,2016
 ,Actual,Gold (ounces) produced,6/30/16,65600,Los Filos,2016
 ,Actual,Gold (ounces) sold,6/30/16,73700,Los Filos,2016
$,Actual,All-in sustaining costs (per ounce),6/30/16,822,Los Filos,2016
$,Actual,By-product cash costs (per gold ounce),6/30/16,704,Los Filos,2016
$,Actual,Open-pit mining cost per tonne,6/30/16,1.53,Los Filos,2016
$,Actual,Processing cost per tonne leached,6/30/16,7.6,Los Filos,2016
$,Actual,General administrative cost per tonne,6/30/16,3.31,Los Filos,2016
$,Million,Revenues (millions),6/30/16,93,Los Filos,2016
$,Million,Depreciation and depletion (millions),6/30/16,19,Los Filos,2016
$,Million,Earnings from operations (millions),6/30/16,21,Los Filos,2016
$,Million,Expenditures on mining interests (millions),6/30/16,8,Los Filos,2016
 ,Actual,Tonnes of ore milled,6/30/16,193500,Marlin,2016
 ,Actual,Average mill head grade (Au grams/tonne),6/30/16,4.14,Marlin,2016
 ,Actual,Average mill head grade (Ag grams/tonne),6/30/16,205.83,Marlin,2016
 ,Actual,Average gold recovery rate %,6/30/16,0.97,Marlin,2016
 ,Actual,Average silver recovery rate %,6/30/16,0.96,Marlin,2016
 ,Actual,Gold (ounces) produced,6/30/16,25500,Marlin,2016
 ,Actual,Silver (ounces) produced,6/30/16,1249000,Marlin,2016
 ,Actual,Gold (ounces) sold,6/30/16,26000,Marlin,2016
 ,Actual,Silver (ounces) sold,6/30/16,1320100,Marlin,2016
$,Actual,All-in sustaining costs (per ounce),6/30/16,1263,Marlin,2016
$,Actual,By-product cash costs (per gold ounce),6/30/16,1051,Marlin,2016
$,Actual,Mining cost per tonne,6/30/16,150.88,Marlin,2016
$,Actual,Milling cost per tonne,6/30/16,37.29,Marlin,2016
$,Actual,General administrative cost per tonne,6/30/16,42.58,Marlin,2016
$,Million,Revenues (millions),6/30/16,55,Marlin,2016
$,Million,Depreciation and depletion (millions),6/30/16,24,Marlin,2016
$,Million,Earnings from operations (millions),6/30/16,-21,Marlin,2016
$,Million,Expenditures on mining interests (millions),6/30/16,0,Marlin,2016
 ,Actual,Tonnes of ore milled,6/30/16,204800,Cerro Negro,2016
 ,Actual,Average mill head grade (Gold gramms/tonne),6/30/16,14.36,Cerro Negro,2016
 ,Actual,Average mill head grade (Silver gramms/tonne),6/30/16,116.3,Cerro Negro,2016
 ,Actual,Average gold recovery rate %,6/30/16,0.95,Cerro Negro,2016
 ,Actual,Average silver recovery rate %,6/30/16,0.88,Cerro Negro,2016
 ,Actual,Gold (ounces) produced,6/30/16,86300,Cerro Negro,2016
 ,Actual,Silver (ounces) produced,6/30/16,648200,Cerro Negro,2016
 ,Actual,Gold equivalent (ounces) produced,6/30/16,96000,Cerro Negro,2016
 ,Actual,Gold (ounces) sold,6/30/16,84700,Cerro Negro,2016
 ,Actual,Silver (ounces) sold,6/30/16,678000,Cerro Negro,2016
$,Actual,Total cash costs - by - product (per ounce),6/30/16,529,Cerro Negro,2016
$,Actual,Total cash costs - co - product (per ounce),6/30/16,599,Cerro Negro,2016
$,Actual,All in sustaining costs (per ounce),6/30/16,808,Cerro Negro,2016
$,Actual,Mining cost per tonne,6/30/16,110,Cerro Negro,2016
$,Actual,Milling cost per tonne,6/30/16,42.88,Cerro Negro,2016
$,Actual,General administrative cost per tonne,6/30/16,143.26,Cerro Negro,2016
$,Million,Revenues (millions),6/30/16,121,Cerro Negro,2016
$,Million,Depreciation and depletion (millions),6/30/16,46,Cerro Negro,2016
$,Million,Earnings (loss) from operations (millions),6/30/16,11,Cerro Negro,2016
$,Million,Expenditures on mining interests (millions),6/30/16,26,Cerro Negro,2016
 ,Actual,Tonnes of ore mined,6/30/16,2915600,Alumbrera,2016
 ,Actual,Tonnes of waste removed,6/30/16,3291700,Alumbrera,2016
 ,Actual,Ratio of waste to ore,6/30/16,1.1,Alumbrera,2016
 ,Actual,Tonnes of ore milled,6/30/16,3154800,Alumbrera,2016
 ,Actual,Average mill head grade (Au grams/tonne),6/30/16,0.3,Alumbrera,2016
 ,Actual,Average mill head grade (Copper %),6/30/16,0.0026,Alumbrera,2016
 ,Actual,Average gold recovery rate %,6/30/16,0.66,Alumbrera,2016
 ,Actual,Average copper recovery rate %,6/30/16,0.78,Alumbrera,2016
 ,Actual,Gold (ounces) produced,6/30/16,19800,Alumbrera,2016
 ,Thousand,Copper (thousands of pounds) produced,6/30/16,14300,Alumbrera,2016
 ,Actual,Gold (ounces) sold,6/30/16,15700,Alumbrera,2016
 ,Thousand,Copper (thousands of pounds) sold,6/30/16,11100,Alumbrera,2016
$,Actual,All-in sustaining costs (per gold ounce),6/30/16,839,Alumbrera,2016
$,Actual,By-product cash costs (per gold ounce),6/30/16,701,Alumbrera,2016
$,Actual,Mining cost per tonne,6/30/16,2.62,Alumbrera,2016
$,Actual,Milling cost per tonne,6/30/16,5.21,Alumbrera,2016
$,Actual,General administrative cost per tonne,6/30/16,0.92,Alumbrera,2016
$,Million,Revenues (millions),6/30/16,43,Alumbrera,2016
$,Million,Depreciation and depletion (millions),6/30/16,0,Alumbrera,2016
$,Million,Earnings from operations (millions),6/30/16,10,Alumbrera,2016
$,Million,Expenditures on mining interests (millions),6/30/16,0,Alumbrera,2016
 ,Actual,Tonnes of ore mined,6/30/16,1671800,Pueblo Viejo,2016
 ,Actual,Tonnes of waste removed,6/30/16,2203900,Pueblo Viejo,2016
 ,Actual,Tonnes of ore processed,6/30/16,699300,Pueblo Viejo,2016
 ,Actual,Average grade - gold,6/30/16,4.94,Pueblo Viejo,2016
 ,Actual,Average gold recovey rate %,6/30/16,0.9,Pueblo Viejo,2016
 ,Actual,Gold (ounces) produced,6/30/16,100200,Pueblo Viejo,2016
 ,Actual,Gold (ounces) sold,6/30/16,95700,Pueblo Viejo,2016
$,Actual,All-in sustaining costs (per gold ounce),6/30/16,587,Pueblo Viejo,2016
$,Actual,By-product cash cost (per gold ounce),6/30/16,473,Pueblo Viejo,2016
$,Actual,Mining cost per tonne,6/30/16,3.07,Pueblo Viejo,2016
$,Actual,Milling cost per tonne,6/30/16,52.66,Pueblo Viejo,2016
$,Actual,General administrative cost per tonne,6/30/16,7.45,Pueblo Viejo,2016
$,Million,Revenues,6/30/16,125,Pueblo Viejo,2016
$,Million,Depreciation and depletion,6/30/16,7,Pueblo Viejo,2016
$,Million,Earnings (loss) from operations,6/30/16,69,Pueblo Viejo,2016
$,Million,Expenditures on mining interests,6/30/16,10,Pueblo Viejo,2016
 ,Actual,Gold (ounces) produced,9/30/16,715000,Total,2016
 ,Actual,Silver (ounces) produced,9/30/16,7700000,Total,2016
 ,Thousand,Copper (thousands of pounds) produced,9/30/16,16900,Total,2016
 ,Thousand,Lead (thousands of pounds) produced,9/30/16,33700,Total,2016
 ,Thousand,Zinc (thousands of pounds) produced,9/30/16,75200,Total,2016
 ,Actual,Gold (ounces) sold,9/30/16,686000,Total,2016
$,Actual,Average realized gold price (per ounce),9/30/16,1333,Total,2016
$,Actual,All-in sustaining costs $/oz (per gold ounce) (from continuing operations),9/30/16,812,Total,2016
$,Actual,By-product cash costs $/oz (per gold ounce) (from continuing operations),9/30/16,554,Total,2016
$,Actual,Co-product cash costs $/oz (per gold ounce) (from continuing operations),9/30/16,657,Total,2016
$,Million,Revenues (Adjusted),9/30/16,1151,Total,2016
$,Million,Revenues (GAAP),9/30/16,915,Total,2016
$,Million,Net (Loss) Earnings,9/30/16,59,Total,2016
 ,Actual,Tonnes of ore mined,9/30/16,172000,Red Lake,2016
 ,Actual,Average mill head grade (Au grams/tonne),9/30/16,17.12,Red Lake,2016
 ,Actual,Average gold recovery rate %,9/30/16,0.97,Red Lake,2016
 ,Actual,Gold (ounces) produced,9/30/16,84000,Red Lake,2016
 ,Actual,Gold (ounces) sold,9/30/16,82000,Red Lake,2016
$,Actual,All-in sustaining costs (per gold ounce),9/30/16,775,Red Lake,2016
$,Actual,By-product cash costs (per gold ounce),9/30/16,516,Red Lake,2016
$,Actual,Mining cost per tonne,9/30/16,183.02,Red Lake,2016
$,Actual,Milling cost per tonne,9/30/16,42.23,Red Lake,2016
$,Actual,General administrative cost per tonne,9/30/16,55.81,Red Lake,2016
$,Million,Revenues (millions),9/30/16,111,Red Lake,2016
$,Million,Depreciation and depletion (millions),9/30/16,31,Red Lake,2016
$,Million,Earnings from operations (millions),9/30/16,34,Red Lake,2016
$,Million,Expenditures on mining interests (millions),9/30/16,21,Red Lake,2016
 ,Actual,Tonnes of ore milled,9/30/16,876000,Porcupine,2016
 ,Actual,Average mill head grade (Au grams/tonne),9/30/16,2.41,Porcupine,2016
 ,Actual,Average gold recovery rate %,9/30/16,0.92,Porcupine,2016
 ,Actual,Gold (ounces) produced,9/30/16,64000,Porcupine,2016
 ,Actual,Gold (ounces) sold,9/30/16,64000,Porcupine,2016
$,Actual,All-in sustaining costs (per ounce),9/30/16,947,Porcupine,2016
$,Actual,By-product cash costs (per gold ounce),9/30/16,758,Porcupine,2016
$,Actual,Mining cost per tonne,9/30/16,118.07,Porcupine,2016
$,Actual,Milling cost per tonne,9/30/16,8.15,Porcupine,2016
$,Actual,General administrative cost per tonne,9/30/16,12.62,Porcupine,2016
$,Million,Revenues (millions),9/30/16,85,Porcupine,2016
$,Million,Depreciation and depletion (millions),9/30/16,21,Porcupine,2016
$,Million,Earnings from operations (millions),9/30/16,17,Porcupine,2016
$,Million,Expenditures on mining interests (millions),9/30/16,11,Porcupine,2016
 ,Actual,Tonnes of ore milled,9/30/16,267200,Musselwhite,2016
 ,Actual,Average mill head grade (Au grams/tonne),9/30/16,7.12,Musselwhite,2016
 ,Actual,Average gold recovery rate %,9/30/16,0.96,Musselwhite,2016
 ,Actual,Gold (ounces) produced,9/30/16,59000,Musselwhite,2016
 ,Actual,Gold (ounces) sold,9/30/16,58000,Musselwhite,2016
$,Actual,All-in sustaining costs (per ounce),9/30/16,753,Musselwhite,2016
$,Actual,By-product cash costs (per gold ounce),9/30/16,626,Musselwhite,2016
$,Actual,Mining cost per tonne,9/30/16,68.33,Musselwhite,2016
$,Actual,Milling cost per tonne,9/30/16,13.56,Musselwhite,2016
$,Actual,General administrative cost per tonne,9/30/16,50.18,Musselwhite,2016
$,Million,Revenues (millions),9/30/16,79,Musselwhite,2016
$,Million,Depreciation and depletion (millions),9/30/16,15,Musselwhite,2016
$,Million,Earnings from operations (millions),9/30/16,26,Musselwhite,2016
$,Million,Expenditures on mining interests (millions),9/30/16,7,Musselwhite,2016
 ,Actual,Tonnes of ore milled,9/30/16,457900,Eleonore,2016
 ,Actual,Average mill head grade (Au grams/tonne),9/30/16,5.22,Eleonore,2016
 ,Actual,Average gold recovery rate %,9/30/16,0.91,Eleonore,2016
 ,Actual,Gold (ounces) produced,9/30/16,68000,Eleonore,2016
 ,Actual,Gold (ounces) sold,9/30/16,66000,Eleonore,2016
$,Actual,All-in sustaining costs (per ounce),9/30/16,970,Eleonore,2016
$,Actual,By-product cash costs (per gold ounce),9/30/16,876,Eleonore,2016
$,Actual,Mining cost per tonne,9/30/16,63.28,Eleonore,2016
$,Actual,Milling cost per tonne,9/30/16,34.97,Eleonore,2016
$,Actual,General administrative cost per tonne,9/30/16,30.09,Eleonore,2016
$,Million,Revenues (millions),9/30/16,87,Eleonore,2016
$,Million,Depreciation and depletion (millions),9/30/16,34,Eleonore,2016
$,Million,Loss from operations (millions),9/30/16,-4,Eleonore,2016
$,Million,Expenditures on mining interests (millions),9/30/16,23,Eleonore,2016
 ,Actual,Tonnes of ore mined,9/30/16,13600000,Penasquito,2016
 ,Actual,Tonnes of waste removed,9/30/16,32712200,Penasquito,2016
 ,Actual,Average head grade (Au grams/tonne),9/30/16,0.69,Penasquito,2016
 ,Actual,Average head grade (Ag grams/tonne),9/30/16,25.36,Penasquito,2016
 ,Actual,Average head grade (Pb%),9/30/16,0.0024,Penasquito,2016
 ,Actual,Average head grade (Zn%),9/30/16,0.0056,Penasquito,2016
 ,Actual,Sulphide Ore - Tonnes of ore milled,9/30/16,9029300,Penasquito,2016
 ,Actual,Gold average recovery rate (%),9/30/16,0.63,Penasquito Sulphide,2016
 ,Actual,Silver average recovery rate (%),9/30/16,0.8,Penasquito Sulphide,2016
 ,Actual,Lead average recovery rate (%),9/30/16,0.76,Penasquito Sulphide,2016
 ,Actual,Zinc average recovery rate (%),9/30/16,0.79,Penasquito Sulphide,2016
 ,Actual,Gold (ounces) produced,9/30/16,121000,Penasquito,2016
 ,Actual,Silver (ounces) produced,9/30/16,5242000,Penasquito,2016
 ,Thousand,Lead (thousands of pounds) produced,9/30/16,33700,Penasquito,2016
 ,Thousand,Zinc (thousands of pounds) produced,9/30/16,75200,Penasquito,2016
 ,Actual,Gold (ounces) sold,9/30/16,1.00E+05,Penasquito,2016
 ,Actual,Silver (ounces) sold,9/30/16,5242000,Penasquito,2016
 ,Thousand,Lead (thousands of pounds) sold,9/30/16,32900,Penasquito,2016
 ,Thousand,Zinc (thousands of pounds) sold,9/30/16,73000,Penasquito,2016
$,Actual,All-in sustaining costs (per ounce),9/30/16,777,Penasquito,2016
$,Actual,By-product cash costs (per gold ounce),9/30/16,423,Penasquito,2016
$,Actual,Mining cost per tonne,9/30/16,2.09,Penasquito,2016
$,Actual,Milling cost per tonne,9/30/16,5.67,Penasquito,2016
$,Actual,General admistrative cost per tonne,9/30/16,2.09,Penasquito,2016
$,Million,Revenues (millions),9/30/16,289,Penasquito,2016
$,Million,Depreciation and depletion (millions),9/30/16,70,Penasquito,2016
$,Million,Earnings (Loss) from operations (millions),9/30/16,22,Penasquito,2016
$,Million,Expenditures on mining interests (millions),9/30/16,49,Penasquito,2016
 ,Actual,Tonnes of ore mined,9/30/16,2266800,Los Filos,2016
 ,Actual,Tonnes of waste removed,9/30/16,2978900,Los Filos,2016
